INFO 2026-04-02 11:33:44,002 signals 52556 32960 Meeting created: cyberspace by kamzycoded@gmail.com
INFO 2026-05-15 16:49:46,139 signals 27060 7256 Participant aisha.mohammed.tr8@trainees.skyshield.africa joined meeting [SEED] Scenario Debrief
INFO 2026-05-15 16:49:46,535 signals 27060 7256 Participant chioma.danjuma.tr17@trainees.skyshield.africa joined meeting [SEED] Scenario Debrief
INFO 2026-05-15 16:49:46,945 signals 27060 7256 Participant femi.mwangi.tr29@trainees.skyshield.africa joined meeting [SEED] Scenario Debrief
INFO 2026-05-15 16:49:50,340 signals 27060 7256 Meeting created: [SEED] AVSEC Briefing by amina.sani.sup1@ncaa-training.gov.ng
INFO 2026-05-15 16:49:50,741 signals 27060 7256 Participant musa.bello.tr13@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:51,155 signals 27060 7256 Participant yusuf.nwosu.tr20@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:51,571 signals 27060 7256 Participant uche.adebayo.tr2@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:51,971 signals 27060 7256 Participant ronke.mwangi.tr24@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:52,375 signals 27060 7256 Participant fatima.mensah.tr3@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:52,775 signals 27060 7256 Participant femi.mwangi.tr29@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:53,595 signals 27060 7256 Participant adaeze.bello.tr25@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:54,003 signals 27060 7256 Participant uche.okonkwo.tr11@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:54,829 signals 27060 7256 Participant ibrahim.sani.tr30@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:55,225 signals 27060 7256 Participant babatunde.mensah.tr35@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:56,028 signals 27060 7256 Participant aisha.adebayo.tr15@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:56,435 signals 27060 7256 Participant ronke.adeyemi.tr6@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:56,836 signals 27060 7256 Participant uche.mensah.tr1@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:57,239 signals 27060 7256 Participant olumide.eze.tr32@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:57,652 signals 27060 7256 Participant trainee@skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:58,071 signals 27060 7256 Participant kemi.mohammed.tr26@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:49:59,748 signals 27060 7256 Participant aisha.mohammed.tr8@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:00,182 signals 27060 7256 Participant tunde.danjuma.tr19@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:00,646 signals 27060 7256 Participant blessing.nwosu.tr5@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:01,506 signals 27060 7256 Participant nnamdi.kamau.tr33@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:02,185 signals 27060 7256 Participant ibrahim.adebayo.tr4@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:04,150 signals 27060 7256 Participant hadiza.sani.tr23@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:05,375 signals 27060 7256 Participant adaeze.boateng.tr27@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:05,770 signals 27060 7256 Participant oluwaseun.mensah.tr22@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:06,168 signals 27060 7256 Participant kelechi.sani.tr14@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:07,356 signals 27060 7256 Meeting created: [SEED] AVSEC Briefing by aisha.danjuma.ins3@instructors.skyshield.africa
INFO 2026-05-15 16:50:08,215 signals 27060 7256 Participant trainee@skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:08,619 signals 27060 7256 Participant hadiza.sani.tr23@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:09,032 signals 27060 7256 Participant babatunde.obi.tr34@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:09,855 signals 27060 7256 Participant uche.mensah.tr1@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:10,258 signals 27060 7256 Participant tunde.danjuma.tr19@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:11,486 signals 27060 7256 Participant tunde.oladipo.tr28@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:11,888 signals 27060 7256 Participant yewande.danjuma.tr9@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:12,291 signals 27060 7256 Participant fatima.ogunleye.tr16@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:13,098 signals 27060 7256 Participant kemi.mohammed.tr26@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:13,507 signals 27060 7256 Participant fatima.mensah.tr3@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:13,934 signals 27060 7256 Participant oluwaseun.mensah.tr22@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:16,564 signals 27060 7256 Meeting created: [SEED] AVSEC Briefing by yusuf.chukwu.ins1@instructors.skyshield.africa
INFO 2026-05-15 16:50:17,379 signals 27060 7256 Participant ronke.adeyemi.tr6@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:17,787 signals 27060 7256 Participant tunde.oladipo.tr28@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:18,598 signals 27060 7256 Participant olumide.eze.tr32@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:18,999 signals 27060 7256 Participant uche.adebayo.tr2@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:19,404 signals 27060 7256 Participant uche.ogunleye.tr18@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:20,206 signals 27060 7256 Participant adaeze.boateng.tr27@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:20,613 signals 27060 7256 Participant musa.bello.tr13@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:21,020 signals 27060 7256 Participant babatunde.mensah.tr35@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:21,434 signals 27060 7256 Participant femi.danjuma.tr7@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:21,837 signals 27060 7256 Participant ronke.mwangi.tr24@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:22,239 signals 27060 7256 Participant kelechi.sani.tr14@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:22,632 signals 27060 7256 Participant chioma.danjuma.tr17@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:23,438 signals 27060 7256 Participant uche.okonkwo.tr12@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:23,840 signals 27060 7256 Participant fatima.mensah.tr3@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:24,236 signals 27060 7256 Participant babatunde.obi.tr34@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:25,038 signals 27060 7256 Participant aisha.adebayo.tr15@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:25,434 signals 27060 7256 Participant oluwaseun.mensah.tr22@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:25,832 signals 27060 7256 Participant uche.okonkwo.tr11@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:27,026 signals 27060 7256 Participant adaeze.bello.tr25@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:27,451 signals 27060 7256 Participant femi.mwangi.tr29@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:27,859 signals 27060 7256 Participant hadiza.sani.tr23@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:28,268 signals 27060 7256 Participant trainee@skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:32,032 signals 27060 7256 Meeting created: [SEED] ATC Cyber Workshop by kemi.adebayo.sup3@ncaa-training.gov.ng
INFO 2026-05-15 16:50:32,682 signals 27060 7256 Participant femi.mwangi.tr29@trainees.skyshield.africa joined meeting [SEED] ATC Cyber Workshop
INFO 2026-05-15 16:50:33,089 signals 27060 7256 Participant oluwaseun.mensah.tr22@trainees.skyshield.africa joined meeting [SEED] ATC Cyber Workshop
INFO 2026-05-15 16:50:34,086 signals 27060 7256 Participant uche.okonkwo.tr11@trainees.skyshield.africa joined meeting [SEED] ATC Cyber Workshop
INFO 2026-05-15 16:50:34,483 signals 27060 7256 Participant aisha.adebayo.tr15@trainees.skyshield.africa joined meeting [SEED] ATC Cyber Workshop
INFO 2026-05-15 16:50:35,883 signals 27060 7256 Participant kelechi.sani.tr14@trainees.skyshield.africa joined meeting [SEED] ATC Cyber Workshop
INFO 2026-05-15 16:50:36,759 signals 27060 7256 Participant yewande.danjuma.tr9@trainees.skyshield.africa joined meeting [SEED] ATC Cyber Workshop
INFO 2026-05-15 16:50:37,159 signals 27060 7256 Participant ronke.adeyemi.tr6@trainees.skyshield.africa joined meeting [SEED] ATC Cyber Workshop
INFO 2026-05-15 16:50:37,563 signals 27060 7256 Participant chioma.danjuma.tr17@trainees.skyshield.africa joined meeting [SEED] ATC Cyber Workshop
INFO 2026-05-15 16:50:37,961 signals 27060 7256 Participant kemi.mohammed.tr26@trainees.skyshield.africa joined meeting [SEED] ATC Cyber Workshop
INFO 2026-05-15 16:50:39,959 signals 27060 7256 Meeting created: [SEED] AVSEC Briefing by aisha.danjuma.ins3@instructors.skyshield.africa
INFO 2026-05-15 16:50:40,778 signals 27060 7256 Participant musa.bello.tr13@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:41,188 signals 27060 7256 Participant kemi.mohammed.tr26@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:41,585 signals 27060 7256 Participant ronke.mwangi.tr24@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:41,984 signals 27060 7256 Participant yusuf.nwosu.tr20@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:42,379 signals 27060 7256 Participant tunde.oladipo.tr28@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:42,783 signals 27060 7256 Participant adaeze.bello.tr25@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:43,201 signals 27060 7256 Participant blessing.nwosu.tr5@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:45,216 signals 27060 7256 Meeting created: [SEED] AVSEC Briefing by babatunde.mwangi.sup2@ncaa-training.gov.ng
INFO 2026-05-15 16:50:46,028 signals 27060 7256 Participant yusuf.nwosu.tr20@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:47,227 signals 27060 7256 Participant aisha.mohammed.tr8@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:47,633 signals 27060 7256 Participant kelechi.sani.tr14@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:48,026 signals 27060 7256 Participant blessing.nwosu.tr5@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-15 16:50:48,426 signals 27060 7256 Participant chioma.danjuma.tr17@trainees.skyshield.africa joined meeting [SEED] AVSEC Briefing
INFO 2026-05-26 13:11:28,455 signals 11412 7900 Participant olaniyanp11@gmail.com joined meeting Incident Response Tabletop
INFO 2026-05-26 13:11:42,276 signals 11412 12708 Participant olaniyanp11@gmail.com joined meeting Incident Response Tabletop
INFO 2026-05-26 13:11:45,778 signals 11412 12708 Participant olaniyanp11@gmail.com joined meeting Incident Response Tabletop
INFO 2026-05-26 13:27:05,478 signals 892 21304 Participant olaniyanp11@gmail.com joined meeting Q2 Cohort Sync
INFO 2026-05-26 13:29:03,794 signals 892 10844 Participant olaniyanp11@gmail.com joined meeting Q2 Cohort Sync
INFO 2026-05-26 13:29:07,482 signals 892 10844 Participant olaniyanp11@gmail.com joined meeting Q2 Cohort Sync
